Дата,Номер,Документ,Код,Номенклатура,Ед.,Склад,Количество
10.01.2025 15:49:15,30000000057,Расходная накладная 30000000057 от 10.01.2025,300200472_,"K074 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" КАРБОН ATN1083 (5) ",шт,Алматы,10
10.01.2025 15:49:15,30000000057,Расходная накладная 30000000057 от 10.01.2025,300200462_,"K075 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" КАРБОН ATN1061 (5) ",шт,Алматы,10
10.01.2025 15:49:15,30000000057,Расходная накладная 30000000057 от 10.01.2025,300200463_,"K084 Рамка 1-ая ""ATLAS"" КАРБОН ATN1001 (10) ",шт,Алматы,30
10.01.2025 15:49:15,30000000057,Расходная накладная 30000000057 от 10.01.2025,300200464_,"K085 Рамка 2-ая ""ATLAS"" КАРБОН ATN1002 (5) ",шт,Алматы,30
10.01.2025 15:49:15,30000000057,Расходная накладная 30000000057 от 10.01.2025,300200519_,"K089 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" КАРБОН ATN1065 (5) ",шт,Алматы,10
10.01.2025 15:49:15,30000000057,Расходная накладная 30000000057 от 10.01.2025,300200324_,"S427 Роз  2-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",шт,Алматы,96
10.01.2025 15:49:15,30000000057,Расходная накладная 30000000057 от 10.01.2025,300200326_,"S429 Роз 3-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010311 (30)",шт,Алматы,30
10.01.2025 15:49:15,30000000057,Расходная накладная 30000000057 от 10.01.2025,300200328_,"S431 Роз 4-ная  о/у с з/к со штор. 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA011411 (24)",шт,Алматы,24
10.01.2025 16:00:14,20000002122,Расходная накладная 20000002122 от 10.01.2025,300200319_,"S422 Выкл 1 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA061011 (90)",шт,Алматы,2
10.01.2025 16:24:42,20000002010,Расходная накладная 20000002010 от 10.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,150
10.01.2025 16:54:26,20000002171,Расходная накладная 20000002171 от 10.01.2025,030200219_, Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,Алматы,6
10.01.2025 17:13:49,20000002181,Расходная накладная 20000002181 от 10.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,40
10.01.2025 17:13:49,20000002181,Расходная накладная 20000002181 от 10.01.2025,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,10
10.01.2025 17:13:49,20000002181,Расходная накладная 20000002181 от 10.01.2025,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,5
10.01.2025 17:17:50,20000002183,Расходная накладная 20000002183 от 10.01.2025,300200319_,"S422 Выкл 1 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA061011 (90)",шт,Алматы,2
10.01.2025 17:17:50,20000002183,Расходная накладная 20000002183 от 10.01.2025,300200320_,"S423 Выкл 2 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA065011 (90)",шт,Алматы,3
10.01.2025 17:17:50,20000002183,Расходная накладная 20000002183 от 10.01.2025,300200326_,"S429 Роз 3-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010311 (30)",шт,Алматы,13
10.01.2025 17:17:50,20000002183,Расходная накладная 20000002183 от 10.01.2025,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,10
10.01.2025 17:19:19,20000002184,Расходная накладная 20000002184 от 10.01.2025,030200226_,Распределительная  коробка о/у  с сальниками  65х45 IP55 IMT35093 Systeme Electric (150),шт,Алматы,351
10.01.2025 17:21:40,20000002185,Расходная накладная 20000002185 от 10.01.2025,300200298_,"S395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" белый ATN126 (10)",шт,Алматы,50
10.01.2025 17:22:11,20000002186,Расходная накладная 20000002186 от 10.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,100
10.01.2025 17:22:46,20000002187,Расходная накладная 20000002187 от 10.01.2025,300200296_,"S384 Выкл 1 кл 10А с/у ""ATLAS"" белый ATN112  (15)",шт,Алматы,40
10.01.2025 17:22:46,20000002187,Расходная накладная 20000002187 от 10.01.2025,300200302_,"S386 Выкл 2 кл 10А с/у ""ATLAS"" белый ATN152 (15)",шт,Алматы,30
10.01.2025 17:22:46,20000002187,Расходная накладная 20000002187 от 10.01.2025,300200297_,"S394 Роз. 2-ная с/у 16А ""ATLAS"" белый ATN120 (15)",шт,Алматы,20
10.01.2025 17:22:46,20000002187,Расходная накладная 20000002187 от 10.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,40
10.01.2025 17:22:46,20000002187,Расходная накладная 20000002187 от 10.01.2025,300200332_,"S3988 Роз. без з/к без шторок 16А механизм ""ATLAS"" белый ATN141 (20)      ",шт,Алматы,60
10.01.2025 17:22:46,20000002187,Расходная накладная 20000002187 от 10.01.2025,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,60
10.01.2025 17:22:46,20000002187,Расходная накладная 20000002187 от 10.01.2025,300200588_,"А3844 Выкл 1 кл 10А механизм ""ATLAS"" алюминий ATN311 (10)",шт,Алматы,20
10.01.2025 17:22:46,20000002187,Расходная накладная 20000002187 от 10.01.2025,300200436_,"А394 Роз. 2-ная с/у 16А ""ATLAS"" алюминий ATN320 (6)",шт,Алматы,20
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,100
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,020100160_,"K0700 Выкл 2 кл 10А механизм ""ATLAS"" КАРБОН ATN1051 (5)",шт,Алматы,10
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200472_,"K074 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" КАРБОН ATN1083 (5) ",шт,Алматы,3
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200464_,"K085 Рамка 2-ая ""ATLAS"" КАРБОН ATN1002 (5) ",шт,Алматы,20
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200296_,"S384 Выкл 1 кл 10А с/у ""ATLAS"" белый ATN112  (15)",шт,Алматы,20
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200302_,"S386 Выкл 2 кл 10А с/у ""ATLAS"" белый ATN152 (15)",шт,Алматы,20
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200293_,"S390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" белый ATN183 (10)",шт,Алматы,10
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200700_,"S4000 Роз. с з/к 16А с/у з/ш с крышкой б/рамки""ATLAS"" белый  ATN146 (15)",шт,Алматы,30
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,20
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200306_,"S408 Рамка 4-ная ""ATLAS"" белый (15) ATN104",шт,Алматы,5
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,300200498_,"S414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" белый ATN165 (20)",шт,Алматы,30
10.01.2025 17:24:08,20000002188,Расходная накладная 20000002188 от 10.01.2025,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,50
10.01.2025 17:24:48,20000002189,Расходная накладная 20000002189 от 10.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,100
10.01.2025 17:24:48,20000002189,Расходная накладная 20000002189 от 10.01.2025,300200428_,"A398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" алюминий ATN343 (10)",шт,Алматы,10
10.01.2025 17:24:48,20000002189,Расходная накладная 20000002189 от 10.01.2025,300200298_,"S395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" белый ATN126 (10)",шт,Алматы,20
10.01.2025 17:24:48,20000002189,Расходная накладная 20000002189 от 10.01.2025,300200332_,"S3988 Роз. без з/к без шторок 16А механизм ""ATLAS"" белый ATN141 (20)      ",шт,Алматы,40
10.01.2025 17:24:48,20000002189,Расходная накладная 20000002189 от 10.01.2025,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,15
10.01.2025 17:24:48,20000002189,Расходная накладная 20000002189 от 10.01.2025,300200588_,"А3844 Выкл 1 кл 10А механизм ""ATLAS"" алюминий ATN311 (10)",шт,Алматы,10
10.01.2025 17:24:48,20000002189,Расходная накладная 20000002189 от 10.01.2025,030200221_,Распределительная коробка с/у для полых стен г/к  80х45 IP20 IMT35160 Systeme Electric (120),шт,Алматы,120
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,1000
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200297_,"S394 Роз. 2-ная с/у 16А ""ATLAS"" белый ATN120 (15)",шт,Алматы,50
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,100
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200332_,"S3988 Роз. без з/к без шторок 16А механизм ""ATLAS"" белый ATN141 (20)      ",шт,Алматы,50
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,200
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,60
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,30
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200306_,"S408 Рамка 4-ная ""ATLAS"" белый (15) ATN104",шт,Алматы,10
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200310_,"S410 Переключ. AQUA 1 кл 10А с/у б/рамки IP 44 ""ATLAS"" белый ATN0161 (20)",шт,Алматы,20
10.01.2025 17:25:23,20000002190,Расходная накладная 20000002190 от 10.01.2025,300200498_,"S414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" белый ATN165 (20)",шт,Алматы,10
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,030200220_, Распределительная коробка с/у для твердых стен 100х100х50 IP30 IMT35122 Systeme Electric (72),шт,Алматы,72
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,030200219_, Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,Алматы,84
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,210
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,800
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200827_,"G044 Выкл. 1 кл кнопочный 10А механизм ""ARTGALLERY"" шампань GAL0515 (5)  ",шт,Алматы,5
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200838_,"G055 Роз. комп. RJ45 6A механизм ""ARTGALLERY"" лотос GAL1386 (5)  ",шт,Алматы,5
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200851_,"G068 Переключ. 2 кл механизм ""ARTGALLERY"" лотос GAL1365 (5)    ",шт,Алматы,10
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200852_,"G069 Выкл. 1 кл кнопочный 10А механизм ""ARTGALLERY"" лотос GAL1315 (5)  ",шт,Алматы,3
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200861_,"G078 Роз. комп. RJ45 6A механизм ""ARTGALLERY"" карбон GAL1086 (5)  ",шт,Алматы,3
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200926_,"G143 Переключ. 2 кл механизм ""ARTGALLERY"" мокко GAL0665 (10)    ",шт,Алматы,6
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200928_,"G145 Вывод кабеля механизм ""ARTGALLERY"" мокко GAL0699 (5)   ",шт,Алматы,2
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200932_,"G149 Роз. с з/к с/ш с крышкой 16А механизм IP20 ""ARTGALLERY"" мокко GAL0646 (10) ",шт,Алматы,5
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,20
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,Алматы,45
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200297_,"S394 Роз. 2-ная с/у 16А ""ATLAS"" белый ATN120 (15)",шт,Алматы,15
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200298_,"S395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" белый ATN126 (10)",шт,Алматы,20
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200294_,"S397 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ""ATLAS"" белый ATN185 (10)",шт,Алматы,10
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,180
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200332_,"S3988 Роз. без з/к без шторок 16А механизм ""ATLAS"" белый ATN141 (20)      ",шт,Алматы,60
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,180
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,30
10.01.2025 17:26:18,20000002191,Расходная накладная 20000002191 от 10.01.2025,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,15
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,500
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,1000
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200459_,"K068 Выкл 1 кл 10А с/у ""ATLAS"" КАРБОН ATN1012 (5) ",шт,Алматы,20
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,10
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200296_,"S384 Выкл 1 кл 10А с/у ""ATLAS"" белый ATN112  (15)",шт,Алматы,30
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200302_,"S386 Выкл 2 кл 10А с/у ""ATLAS"" белый ATN152 (15)",шт,Алматы,10
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,Алматы,10
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200297_,"S394 Роз. 2-ная с/у 16А ""ATLAS"" белый ATN120 (15)",шт,Алматы,50
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200332_,"S3988 Роз. без з/к без шторок 16А механизм ""ATLAS"" белый ATN141 (20)      ",шт,Алматы,30
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200700_,"S4000 Роз. с з/к 16А с/у з/ш с крышкой б/рамки""ATLAS"" белый  ATN146 (15)",шт,Алматы,10
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,20
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,20
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,20
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,100
10.01.2025 17:27:08,20000002192,Расходная накладная 20000002192 от 10.01.2025,030200221_,Распределительная коробка с/у для полых стен г/к  80х45 IP20 IMT35160 Systeme Electric (120),шт,Алматы,100
10.01.2025 17:27:39,20000002193,Расходная накладная 20000002193 от 10.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,100
10.01.2025 17:39:45,20000002080,Расходная накладная 20000002080 от 10.01.2025,280300174_, Распределительная коробка с/у для твердых стен  70х40 IP30 IMT35120 Systeme Electric (175),шт,Алматы,20
11.01.2025 0:00:00,20000001704,Расходная накладная 20000001704 от 11.01.2025,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,51
11.01.2025 0:00:00,20000001704,Расходная накладная 20000001704 от 11.01.2025,030200034_,"S257 о/у. з/к 16А IP20  ""ХИТ""  РА 16-133-б (132) !!!",шт,Алматы,3
11.01.2025 0:00:00,20000002028,Расходная накладная 20000002028 от 11.01.2025,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,5
11.01.2025 8:50:57,20000001731,Расходная накладная 20000001731 от 11.01.2025,030200203_,Соединитель коробок IMT35150/IMT351501 Systeme Electric (900),шт,Алматы,100
11.01.2025 9:11:59,20000002214,Расходная накладная 20000002214 от 11.01.2025,030200225_,Распределительная  коробка о/у  с сальниками  85х85х40 IP55 IMT35092 Systeme Electric (72),шт,Алматы,500
11.01.2025 9:11:59,20000002214,Расходная накладная 20000002214 от 11.01.2025,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,100
11.01.2025 9:16:35,20000002215,Расходная накладная 20000002215 от 11.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,10
11.01.2025 9:30:16,20000002225,Расходная накладная 20000002225 от 11.01.2025,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,6
11.01.2025 9:31:57,20000002229,Расходная накладная 20000002229 от 11.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,30
11.01.2025 9:31:57,20000002231,Расходная накладная 20000002231 от 11.01.2025,030200203_,Соединитель коробок IMT35150/IMT351501 Systeme Electric (900),шт,Алматы,20
11.01.2025 9:31:58,20000002233,Расходная накладная 20000002233 от 11.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,12
11.01.2025 9:45:31,20000002264,Расходная накладная 20000002264 от 11.01.2025,300200833_,"G050 Выкл. 1 кл 10А ""ARTGALLERY"" лотос GAL1311 (5)   ",шт,Алматы,1
11.01.2025 9:45:31,20000002264,Расходная накладная 20000002264 от 11.01.2025,300200839_,"G056 Переключ. 1 кл механизм ""ARTGALLERY"" лотос GAL1361 (5)    ",шт,Алматы,1
11.01.2025 9:45:31,20000002264,Расходная накладная 20000002264 от 11.01.2025,300200843_,"G060 Роз. с з/к с/ш 16А механизм ""ARTGALLERY"" лотос GAL1345 (5)  ",шт,Алматы,24
11.01.2025 9:45:31,20000002264,Расходная накладная 20000002264 от 11.01.2025,300200846_,"G063 Рамка 1-ная ""ARTGALLERY"" лотос GAL1301 (10)    ",шт,Алматы,11
11.01.2025 9:45:31,20000002264,Расходная накладная 20000002264 от 11.01.2025,300200847_,"G064 Рамка 2-ная ""ARTGALLERY"" лотос GAL1302 (5)    ",шт,Алматы,4
11.01.2025 9:45:31,20000002264,Расходная накладная 20000002264 от 11.01.2025,300200848_,"G065 Рамка 3-ная ""ARTGALLERY"" лотос GAL1303 (5)    ",шт,Алматы,3
11.01.2025 10:00:09,20000002278,Расходная накладная 20000002278 от 11.01.2025,300200851_,"G068 Переключ. 2 кл механизм ""ARTGALLERY"" лотос GAL1365 (5)    ",шт,Алматы,2
11.01.2025 10:07:00,20000002271,Расходная накладная 20000002271 от 11.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,8
11.01.2025 10:29:23,20000002291,Расходная накладная 20000002291 от 11.01.2025,030200219_, Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,Алматы,8
11.01.2025 10:29:23,20000002291,Расходная накладная 20000002291 от 11.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,50
11.01.2025 10:29:23,20000002291,Расходная накладная 20000002291 от 11.01.2025,030200203_,Соединитель коробок IMT35150/IMT351501 Systeme Electric (900),шт,Алматы,50
11.01.2025 10:37:58,20000002296,Расходная накладная 20000002296 от 11.01.2025,300200753_,К122 Перекл 1-кл о/у IP54 Atlas Profi 54 АНТРАЦИТ ATN544061 (12),шт,Алматы,2
11.01.2025 10:44:32,20000002300,Расходная накладная 20000002300 от 11.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,50
11.01.2025 10:46:09,20000002301,Расходная накладная 20000002301 от 11.01.2025,300200319_,"S422 Выкл 1 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA061011 (90)",шт,Алматы,5
11.01.2025 10:46:09,20000002301,Расходная накладная 20000002301 от 11.01.2025,300200326_,"S429 Роз 3-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010311 (30)",шт,Алматы,4
11.01.2025 10:46:09,20000002301,Расходная накладная 20000002301 от 11.01.2025,300200328_,"S431 Роз 4-ная  о/у с з/к со штор. 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA011411 (24)",шт,Алматы,8
11.01.2025 11:02:38,30000000082,Расходная накладная 30000000082 от 11.01.2025,300200856_,"G073 Роз. с з/к 16А механизм ""ARTGALLERY"" карбон GAL1043 (5)   ",шт,Алматы,1
11.01.2025 11:02:38,30000000082,Расходная накладная 30000000082 от 11.01.2025,300200871_,"G088 Рамка 4-ная ""ARTGALLERY"" карбон GAL1004 (5)    ",шт,Алматы,1
11.01.2025 11:02:38,30000000082,Расходная накладная 30000000082 от 11.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,1
11.01.2025 11:12:59,30000000062,Расходная накладная 30000000062 от 11.01.2025,300200293_,"S390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" белый ATN183 (10)",шт,Алматы,10
11.01.2025 11:12:59,30000000062,Расходная накладная 30000000062 от 11.01.2025,300200297_,"S394 Роз. 2-ная с/у 16А ""ATLAS"" белый ATN120 (15)",шт,Алматы,20
11.01.2025 11:12:59,30000000062,Расходная накладная 30000000062 от 11.01.2025,300200298_,"S395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" белый ATN126 (10)",шт,Алматы,20
11.01.2025 11:12:59,30000000062,Расходная накладная 30000000062 от 11.01.2025,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,60
11.01.2025 11:12:59,30000000062,Расходная накладная 30000000062 от 11.01.2025,300200306_,"S408 Рамка 4-ная ""ATLAS"" белый (15) ATN104",шт,Алматы,15
11.01.2025 11:15:32,20000002320,Расходная накладная 20000002320 от 11.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,15
11.01.2025 11:15:32,20000002320,Расходная накладная 20000002320 от 11.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,50
11.01.2025 11:15:32,20000002320,Расходная накладная 20000002320 от 11.01.2025,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,10
11.01.2025 11:21:08,20000002324,Расходная накладная 20000002324 от 11.01.2025,300200526_,"K007 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" СТАЛЬ ATN983 (5) ",шт,Алматы,1
11.01.2025 11:29:56,20000002328,Расходная накладная 20000002328 от 11.01.2025,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,40
11.01.2025 11:33:34,20000002292,Расходная накладная 20000002292 от 11.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,50
11.01.2025 11:35:23,30000000072,Расходная накладная 30000000072 от 11.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,400
11.01.2025 11:42:18,20000002321,Расходная накладная 20000002321 от 11.01.2025,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,15
11.01.2025 11:42:18,20000002321,Расходная накладная 20000002321 от 11.01.2025,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,15
11.01.2025 11:42:18,20000002321,Расходная накладная 20000002321 от 11.01.2025,030200221_,Распределительная коробка с/у для полых стен г/к  80х45 IP20 IMT35160 Systeme Electric (120),шт,Алматы,10
11.01.2025 11:52:49,20000002318,Расходная накладная 20000002318 от 11.01.2025,300200319_,"S422 Выкл 1 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA061011 (90)",шт,Алматы,13
